test,SeasonTeamID,AdjD,AdjEM,AdjO,AdjT,Conf,Conference,GlobalTeamID,Key,L,Luck,NCAdjEM,Name,OppAdjEM,OppD,OppO,Rk,School,Season,ShortDisplayName,Stadium,TeamLogoUrl,W
97,600000982021,96.1,26.85,123.0,67.1,B10,Big Ten,60000098,OHIOST,0,0.003,2.86,Buckeyes,18.78,92.9,111.7,7,Ohio State,2021,OSU,"{'StadiumID': 233, 'Active': True, 'Name': 'Value City Arena', 'Address': None, 'City': 'Columbus', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 19500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/98.png,0
98,600001002021,91.9,13.48,105.4,68.7,B10,Big Ten,60000100,NW,0,-0.091,-18.81,Wildcats,19.88,93.2,113.0,70,Northwestern,2021,NWU,"{'StadiumID': 100, 'Active': True, 'Name': 'Welsh-Ryan Arena', 'Address': None, 'City': 'Evanston', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 7039}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/100.png,0
99,600000942021,90.6,23.7,114.3,66.5,B10,Big Ten,60000094,PUR,0,0.019,5.71,Boilermakers,17.27,94.2,111.5,13,Purdue,2021,PUR,"{'StadiumID': 14, 'Active': True, 'Name': 'Mackey Arena', 'Address': None, 'City': 'West Lafayette', 'State': 'IN', 'Zip': None, 'Country': None, 'Capacity': 14804}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/94.png,0
100,600001012021,93.8,19.55,113.4,69.4,B10,Big Ten,60000101,PENNST,0,-0.05,11.76,Nittany Lions,20.01,92.2,112.3,35,Penn State,2021,PSU,"{'StadiumID': 127, 'Active': True, 'Name': 'Bryce Jordan Center', 'Address': None, 'City': 'University Park', 'State': 'PA', 'Zip': None, 'Country': None, 'Capacity': 15261}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/101.png,0
101,600001182021,101.8,-3.82,98.0,69.5,BW,Big West,60000118,UCDV,0,0.087,-1.93,Aggies,-2.49,103.3,100.8,222,UC Davis,2021,UCDV,"{'StadiumID': 80, 'Active': True, 'Name': 'The Pavilion (UC Davis)', 'Address': None, 'City': 'Davis', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 5931}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/118.png,0
102,600001132021,90.6,20.2,110.8,72.0,B12,Big 12,60000113,OKST,0,0.039,4.55,Cowboys,14.63,96.0,110.6,30,Oklahoma State,2021,OKST,"{'StadiumID': 216, 'Active': True, 'Name': 'Gallagher-Iba Arena', 'Address': None, 'City': 'Stillwater', 'State': 'OK', 'Zip': None, 'Country': None, 'Capacity': 13611}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/113.png,0
103,600001402021,108.2,-10.34,97.8,70.7,CUSA,Conference USA,60000140,FLINT,0,-0.09,-7.9,Golden Panthers,-0.73,102.2,101.5,297,FIU,2021,FIU,"{'StadiumID': 373, 'Active': True, 'Name': 'Ocean Bank Convocation Center', 'Address': None, 'City': 'Miami', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 5000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/140.png,0
104,600001052021,94.1,18.07,112.1,67.7,B12,Big 12,60000105,OKL,0,-0.038,0.59,Sooners,12.45,95.7,108.2,39,Oklahoma,2021,OU,"{'StadiumID': 294, 'Active': True, 'Name': 'Lloyd Noble Center', 'Address': None, 'City': 'Norman', 'State': 'OK', 'Zip': None, 'Country': None, 'Capacity': 11562}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/105.png,0
105,600001162021,93.1,8.1,101.2,67.7,BW,Big West,60000116,UCIRV,0,0.031,5.09,Anteaters,1.56,101.1,102.7,109,UC Irvine,2021,UCI,"{'StadiumID': 81, 'Active': True, 'Name': 'Bren Events Center', 'Address': None, 'City': 'Irvine', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 5000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
106,600001102021,99.8,0.72,100.5,70.2,B12,Big 12,60000110,IOWAST,0,-0.12,2.92,Cyclones,16.42,94.5,110.9,178,Iowa State,2021,IAST,"{'StadiumID': 56, 'Active': True, 'Name': 'Hilton Coliseum', 'Address': None, 'City': 'Ames', 'State': 'IA', 'Zip': None, 'Country': None, 'Capacity': 14356}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/110.png,0
107,600001092021,92.5,22.01,114.5,69.2,B12,Big 12,60000109,TX,0,0.017,8.32,Longhorns,14.05,94.9,109.0,26,Texas,2021,UT,"{'StadiumID': 55, 'Active': True, 'Name': 'Frank Erwin Center', 'Address': None, 'City': 'Austin', 'State': 'TX', 'Zip': None, 'Country': None, 'Capacity': 16540}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/109.png,0
108,600001272021,110.3,-10.39,99.9,66.1,CAA,Colonial Athletic,60000127,TOWS,0,-0.022,8.75,Tigers,-0.41,102.6,102.2,298,Towson,2021,TOWS,"{'StadiumID': 286, 'Active': True, 'Name': 'SECU Arena', 'Address': None, 'City': 'Towson', 'State': 'MD', 'Zip': None, 'Country': None, 'Capacity': 5200}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/127.png,0
109,600001142021,101.1,3.89,105.0,66.9,B12,Big 12,60000114,TCU,0,0.089,-0.19,Horned Frogs,11.14,96.3,107.4,138,TCU,2021,TCU,"{'StadiumID': 85, 'Active': True, 'Name': 'Ed and Rae Schollmaier Arena', 'Address': None, 'City': 'Fort Worth', 'State': 'TX', 'Zip': None, 'Country': None, 'Capacity': 6800}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/114.png,0
110,600001042021,94.0,15.38,109.4,70.3,B10,Big Ten,60000104,MINNST,0,0.011,-0.42,Golden Gophers,17.63,93.9,111.6,58,Minnesota,2021,MINN,"{'StadiumID': 59, 'Active': True, 'Name': 'Williams Arena', 'Address': None, 'City': 'Minneapolis', 'State': 'MN', 'Zip': None, 'Country': None, 'Capacity': 14625}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/104.png,0
111,600001072021,95.1,21.75,116.8,69.6,B12,Big 12,60000107,WVIR,0,-0.04,13.58,Mountaineers,14.84,94.4,109.2,27,West Virginia,2021,WVU,"{'StadiumID': 106, 'Active': True, 'Name': 'WVU Coliseum', 'Address': None, 'City': 'Morgantown', 'State': 'WV', 'Zip': None, 'Country': None, 'Capacity': 14000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/107.png,0
112,600001212021,110.2,-8.67,101.5,70.4,BW,Big West,60000121,CSUNR,0,0.059,1.49,Matadors,-0.73,102.0,101.3,273,CSUN,2021,CSUNR,"{'StadiumID': 243, 'Active': True, 'Name': 'Matadome', 'Address': None, 'City': 'Northridge', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 2500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
113,600001392021,99.7,4.2,103.9,68.2,CUSA,Conference USA,60000139,UTEP,0,-0.065,18.35,Miners,4.36,98.9,103.2,135,UTEP,2021,UTEP,"{'StadiumID': 313, 'Active': True, 'Name': 'Don Haskins Center', 'Address': None, 'City': 'El Paso', 'State': 'TX', 'Zip': None, 'Country': None, 'Capacity': 11892}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/139.png,0
114,600001382021,98.9,2.82,101.8,67.7,CUSA,Conference USA,60000138,OLD,0,0.14,5.86,Monarchs,2.47,100.0,102.5,150,Old Dominion,2021,OLD,"{'StadiumID': 37, 'Active': True, 'Name': 'Ted Constant Convocation Center', 'Address': None, 'City': 'Norfolk', 'State': 'VA', 'Zip': None, 'Country': None, 'Capacity': 8472}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/138.png,0
115,600001202021,95.4,8.05,103.5,67.0,BW,Big West,60000120,UCRVS,0,-0.066,-1.14,Highlanders,-0.89,102.5,101.6,111,UC Riverside,2021,UCRVS,"{'StadiumID': 319, 'Active': True, 'Name': 'SRC Arena', 'Address': None, 'City': 'Riverside', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 2750}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
116,600001362021,99.5,10.57,110.0,72.9,CUSA,Conference USA,60000136,MARSH,0,-0.068,0.83,Thundering Herd,1.26,101.2,102.4,90,Marshall,2021,MARSH,"{'StadiumID': 179, 'Active': True, 'Name': 'Cam Henderson Center', 'Address': None, 'City': 'Huntington', 'State': 'WV', 'Zip': None, 'Country': None, 'Capacity': 9043}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/136.png,0
117,600001252021,106.0,-10.44,95.6,68.4,CAA,Colonial Athletic,60000125,WM,0,0.106,0.38,Tribe,-0.64,103.7,103.1,299,William & Mary,2021,WM,"{'StadiumID': 89, 'Active': True, 'Name': 'Kaplan Arena', 'Address': None, 'City': 'Williamsburg', 'State': 'VA', 'Zip': None, 'Country': None, 'Capacity': 8600}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/125.png,0
118,600001282021,107.2,-0.56,106.6,68.4,CAA,Colonial Athletic,60000128,HOFST,0,0.052,5.14,Pride,-1.22,102.8,101.6,188,Hofstra,2021,HOFST,"{'StadiumID': 212, 'Active': True, 'Name': 'Mack Sports Complex', 'Address': None, 'City': 'Hempstead', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 5023}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/128.png,0
